ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"202.40.186.157","elite","AS23991","BD","Ranks ITT","289","Ranks ITT Ltd.","4145","socks4","5001","1","2023-08-15T10:39:02.842Z","98","3389","3445"
"114.134.95.158","elite","AS38031","BD","OptiMax Communication Ltd","183","OptiMax Communication Ltd","5678","socks4","5089","1","2023-08-15T10:39:02.839Z","98","3330","3392"
"197.234.13.6","elite","AS36902","SC","Intelvision","163","Intelvision Ltd","4145","socks4","1500","1","2023-08-15T10:39:02.837Z","100","3313","3326"
"103.89.62.81","elite","AS58972","IN","Bhomika Network PVT LTD","151","Bhomika Network Pvt Ltd","4153","socks4","3597","1","2023-08-15T10:39:02.844Z","99","3422","3447"
"212.33.205.4","elite","AS43754","IR","Asiatech Data Transmission company","101","Asiatech Data Transmission Co.","1080","socks4","5689","1","2023-08-15T10:39:02.840Z","49","1595","3284"
"109.121.50.69","elite","AS9125","RS","Orion Telekom ISP IP Network","36","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4917","1","2023-08-15T10:39:02.938Z","98","3390","3448"
"177.38.5.234","elite","AS52964","BR","F?BIO MENDES DIAS LTDA ME","288","FÁBIO MENDES DIAS LTDA ME","4153","socks4","365","1","2023-08-15T10:38:57.337Z","96","3201","3328"
"110.78.152.246","elite","AS131090","TH","CAT-BB","172","N/A","5678","socks4","4614","1","2023-08-15T10:38:57.339Z","60","2054","3423"
"103.70.159.152","elite","AS133720","IN","speednet","188","N/A","5678","socks4","5092","1","2023-08-15T10:38:57.336Z","99","3384","3420"
"38.127.179.230","elite","AS174","US","Cogent Communications","92","Torlandia Trading SRL","46656","socks4","4701","1","2023-08-15T10:38:57.437Z","100","3362","3366"
"14.34.137.10","elite","AS4766","KR","Korea Telecom","229","Kornet","3128","socks4","4496","1","2023-08-15T10:38:55.716Z","100","3379","3382"
"24.205.10.252","elite","AS20115","US","Charter Communications","195","Spectrum","30333","socks4","4610","1","2023-08-15T10:38:55.720Z","100","3415","3418"
"103.79.96.202","elite","AS64308","ID","PT IndoDev Niaga Internet","187","PT IndoDev Niaga Internet","4153","socks4","4295","1","2023-08-15T10:38:55.719Z","100","3430","3434"
"157.230.177.47","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","7497","socks5","2890","1","2023-08-15T10:38:55.719Z","71","2387","3358"
"173.236.181.192","elite","AS26347","US","New Dream Network, LLC","85","New Dream Network, LLC","24310","socks5","4688","1","2023-08-15T10:38:55.800Z","100","3325","3329"
"45.6.229.227","elite","AS266233","BR","Newmaster Telecom","211","Newmaster Telecom","4145","socks4","2100","1","2023-08-15T10:38:55.715Z","100","3440","3448"
"45.70.237.133","elite","AS264668","EC","Nedetel S.A.","196","Nedetel S.A","4145","socks4","4586","1","2023-08-15T10:38:51.740Z","100","3301","3317"
"45.115.115.146","elite","AS55828","BD","Drik ICT Ltd","181","Drik ICT Ltd","31141","socks4","3009","1","2023-08-15T10:38:51.737Z","96","3288","3438"
"109.73.176.20","elite","AS49924","IT","ECROM-MAIN","88","N/A","4145","socks4","4704","1","2023-08-15T10:38:51.843Z","96","3265","3415"
"151.80.33.46","elite","AS16276","FR","OVH SAS","6","OVH SAS","7497","socks5","4797","1","2023-08-15T10:38:51.844Z","100","3345","3345"
"178.212.199.95","elite","AS39065","UA","Southern Telecommunication Company Ltd.","55","SOHONET","1099","socks4","200","1","2023-08-15T10:38:51.743Z","89","3045","3403"
"43.135.154.94","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","149","Tencent Cloud Computing","21127","socks5","5287","1","2023-08-15T10:38:45.537Z","76","2538","3351"
"15.235.141.35","elite","AS16276","SG","OVH SAS","194","OVH Singapore PTE. LTD","51921","socks4","3398","1","2023-08-15T10:38:45.533Z","90","2924","3264"
"58.59.60.94","elite","AS4134","CN","Chinanet","197","Chinanet SD","10800","socks4","5196","1","2023-08-15T10:38:45.540Z","81","2700","3349"
"45.7.177.217","elite","AS266626","BR","Litoral Telecom","191","Litoral Telecom","39867","socks4","4105","1","2023-08-15T10:38:45.450Z","99","3358","3399"
"103.199.97.129","elite","AS45804","IN","New Shivam Cable Network","169","N/A","39825","socks4","4593","1","2023-08-15T10:38:45.447Z","97","3303","3418"
"160.16.125.237","elite","AS9370","JP","SAKURA Internet Inc.","233","SAKURA Internet Inc.","3030","socks5","5286","1","2023-08-15T10:38:45.536Z","100","3354","3356"
"202.5.54.70","elite","AS45326","BD","BBTS-NEW","187","N/A","4145","socks4","5012","1","2023-08-15T10:38:43.106Z","94","3210","3415"
"27.159.189.12","elite","AS4134","CN","Chinanet","237","Chinanet FJ","8004","socks4","3903","1","2023-08-15T10:38:43.104Z","65","2217","3419"
"185.186.18.20","elite","AS57723","PL","Media Telekom Sp. z o.o.","78","Media Telekom Sp. z o.o.","5678","socks4","3313","1","2023-08-15T10:38:43.209Z","100","3396","3404"
"61.7.138.214","elite","AS131090","TH","CAT Telecom Public Company Limited","170","National Telecom Public Company Limited","4145","socks4","3001","1","2023-08-15T10:38:43.113Z","84","2742","3254"
"139.196.73.1","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","214","Aliyun Computing Co., LTD","80","socks4","4197","1","2023-08-15T10:38:43.102Z","82","2756","3363"
"190.205.32.70","elite","AS8048","VE","CANTV Servicios, Venezuela","167","CANTV Servicios, Venezuela","999","socks4","4897","1","2023-08-15T10:38:43.113Z","95","3265","3428"
"36.89.80.226","elite","AS7713","ID","PT. Telekomunikasi Indonesia","185","Telekomunikasi Indonesia","5678","socks4","4208","1","2023-08-15T10:38:40.042Z","96","3189","3309"
"103.77.227.201","elite","AS64298","ID","UPN Veteran Surabaya","191","UPN Veteran Surabaya","4153","socks4","3598","1","2023-08-15T10:38:40.048Z","93","3150","3393"
"78.140.7.239","elite","AS31357","RU","Limited Company Information and Consulting Agency","106","Limited Company Information and Consulting Agency","40009","socks4","4217","1","2023-08-15T10:38:40.044Z","99","3424","3470"
"36.255.104.1","elite","AS136238","MV","SatLink Pvt Ltd","195","N/A","13623","socks4","3501","1","2023-08-15T10:38:40.038Z","100","3435","3441"
"194.146.110.211","elite","AS29496","UA","Link-Service Ltd.","98","Link-Service Ltd.","8888","socks4","4200","1","2023-08-15T10:38:34.340Z","99","3305","3346"
"51.83.252.13","elite","AS16276","PL","OVH SAS","28","OVH Sp. z o. o","8888","socks4","4886","82","2023-08-15T10:38:34.442Z","100","3379","3379"
"38.242.46.234","elite","AS174","US","Cogent Communications","73","Code 200, UAB","3128","socks5","4502","1","2023-08-15T10:38:34.342Z","96","3258","3383"
"177.222.146.125","elite","AS28208","BR","Superline TelecomunicaÔÔes Ltda","214","Superline Telecomunicações Ltda","5678","socks4","4395","82","2023-08-15T10:38:34.337Z","94","3136","3328"
"103.47.93.196","elite","AS134058","IN","Broban Internet Services Pvt.ltd","163","Broban  PVT Ltd.","1080","socks4","5106","1","2023-08-15T10:38:34.336Z","99","3415","3439"
"8.219.152.222","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","356","Alibaba.com Singapore E-Commerce Private Limited","443","socks4","3812","1","2023-08-15T10:38:34.334Z","47","1578","3383"
"189.201.191.66","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","179","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","4287","1","2023-08-15T10:38:30.801Z","99","3409","3436"
"103.47.93.247","elite","AS134058","IN","Broban Internet Services Pvt.ltd","154","Broban  PVT Ltd.","1080","socks4","4492","1","2023-08-15T10:38:30.805Z","99","3362","3384"
"112.195.36.157","elite","AS4837","CN","China Unicom CHINA169 Sichuan Province Network","271","N/A","24388","socks4","4409","1","2023-08-15T10:38:30.802Z","63","2139","3396"
"114.220.154.35","elite","AS140292","CN","China Telecom","299","Chinanet JS","44844","socks5","4699","1","2023-08-15T10:38:30.798Z","55","1867","3411"
"177.184.67.69","elite","AS52898","BR","Multipla Servi?os Inteligentes","289","Multipla Serviços Inteligentes","4145","socks4","4085","1","2023-08-15T10:38:30.800Z","95","3266","3431"
"189.85.112.20","elite","AS270540","BR","WEBNET Telecom","226","WEBNET Telecom","7497","socks5","3507","1","2023-08-15T10:38:28.545Z","100","3332","3342"
"198.37.103.71","elite","AS397373","US","H4Y Technologies LLC","180","H4Y Technologies LLC","62220","socks4","5015","1","2023-08-15T10:38:28.549Z","100","3398","3399"
"186.233.160.4","elite","AS53050","BR","Super Cabo TV Caratinga Ltda","280","Super Cabo TV Caratinga Ltda","5678","socks4","4613","1","2023-08-15T10:38:28.548Z","42","1404","3323"
"202.159.60.65","elite","AS9340","ID","PT IndoInternet","166","N/A","443","socks4","4882","1","2023-08-15T10:38:28.651Z","100","3344","3359"
"182.253.142.7","elite","AS17451","ID","Biznet Networks","183","MetroNET","4145","socks4","4701","85","2023-08-15T10:38:28.634Z","83","2826","3407"
"197.234.13.5","elite","AS36902","SC","Intelvision","164","Intelvision Ltd","4145","socks4","3808","1","2023-08-15T10:38:28.540Z","100","3325","3340"
"37.34.72.132","elite","AS198399","IT","FASTCON","74","N/A","4145","socks4","4505","1","2023-08-15T10:38:23.034Z","62","2058","3323"
"142.166.131.50","elite","AS855","CA","Bell Canada","186","Bell Canada","5678","socks4","4687","1","2023-08-15T10:38:22.846Z","71","2331","3284"
"187.11.232.71","elite","AS27699","BR","Vivo","287","TELEF�NICA BRASIL S.A","4153","socks4","1511","1","2023-08-15T10:38:22.847Z","100","3427","3435"
"103.107.94.2","elite","AS135683","IN","Netncr Technology Pvt Ltd","195","Netncr Technology Pvt Ltd","44578","socks4","4889","1","2023-08-15T10:38:22.936Z","100","3358","3365"
"49.0.32.154","elite","AS38744","BD","Always On Network Bangladesh Ltd.","182","Always On Network Bangladesh Ltd","10801","socks4","4597","1","2023-08-15T10:38:22.851Z","98","3379","3433"
"5.9.144.19","elite","AS24940","DE","Hetzner Online GmbH","24","Hetzner","24940","socks5","4397","1","2023-08-15T10:38:22.844Z","70","2316","3322"
"103.112.44.100","elite","AS132669","ID","PT.Globalnet Multi Data","188","N/A","5678","socks4","4802","1","2023-08-15T10:38:22.935Z","97","3291","3398"
"104.18.166.99","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc","80","socks4","5196","1","2023-08-15T10:38:22.848Z","100","3348","3349"
"186.13.38.191","elite","AS11664","AR","Techtel LMDS Comunicaciones Interactivas S.A.","281","AMX Argentina S.A","5678","socks4","1702","1","2023-08-15T10:38:22.934Z","86","2864","3321"
"43.129.210.41","elite","AS132203","HK","Aceville Pte.ltd","287","N/A","10809","socks5","5009","1","2023-08-15T10:38:18.103Z","99","3394","3418"
"193.169.81.91","elite","AS49491","UA","Ternet LLC","39","Ternet LTD","5678","socks4","3298","2","2023-08-15T10:38:18.206Z","92","3135","3421"
"36.255.104.9","elite","AS136238","MV","SatLink Pvt Ltd","189","N/A","1080","socks4","2005","1","2023-08-15T10:38:18.100Z","100","3407","3415"
"45.70.237.131","elite","AS264668","EC","Nedetel S.A.","177","Nedetel S.A","4145","socks4","4702","1","2023-08-15T10:38:18.016Z","100","3336","3352"
"45.196.151.73","elite","AS7018","US","AT&T Services","88","AQUA Networks Limited","5432","socks4","344","1","2023-08-15T10:38:18.099Z","97","3264","3348"
"103.200.135.228","elite","AS134739","MM","AGB Communication Co.Ltd","199","N/A","4145","socks4","4107","1","2023-08-15T10:38:18.017Z","44","1467","3312"
"167.71.164.35","elite","AS14061","US","DigitalOcean, LLC","97","DigitalOcean, LLC","46303","socks4","511","1","2023-08-15T10:38:17.155Z","94","3170","3356"
"140.250.150.56","elite","AS4134","CN","Chinanet","190","Chinanet SD","1080","socks4","2807","1","2023-08-15T10:38:17.150Z","72","2442","3384"
"36.251.170.169","elite","AS4837","CN","China Unicom Fujian Province Network","295","N/A","44844","socks5","4702","1","2023-08-15T10:38:17.236Z","62","2075","3334"
"115.127.121.202","elite","AS24342","BD","BRACNet Limited","197","BRACNet Limited","5678","socks4","4706","1","2023-08-15T10:38:17.149Z","98","3357","3409"
"188.114.99.37","elite","AS13335","NL","Cloudflare, Inc.","2","CloudFlare, Inc.","80","socks4","4606","1","2023-08-15T10:38:17.144Z","100","3327","3328"
"180.183.6.44","elite","AS45629","TH","Triple T Broadband Public Company Limited","165","Triple T Broadband Public Company Limited","4153","socks4","3314","1","2023-08-15T10:38:17.153Z","97","3293","3406"
"103.24.21.1","elite","AS150576","IN","Zyetek Telecom Private Limited","171","Voip Communications PVT LTD","5678","socks4","1502","79","2023-08-15T10:38:17.245Z","81","2810","3452"
"116.118.98.21","elite","AS7602","VN","SPT","291","N/A","5678","socks4","4991","1","2023-08-15T10:38:17.148Z","95","3260","3426"
"41.160.238.106","elite","AS36937","ZA","Liquid Telecommunications Operations Limited","193","Neotel GAU","5678","socks4","4311","1","2023-08-15T10:38:11.540Z","77","2660","3437"
"171.248.37.225","elite","AS7552","VN","Viettel Corporation","290","VIETEL","5678","socks4","1699","1","2023-08-15T10:38:11.545Z","77","2600","3360"
"170.238.79.2","elite","AS266328","BR","Alphanet Telecom Ltda ME","206","Alphanet Telecom Ltda ME","7497","socks5","4512","1","2023-08-15T10:38:11.537Z","98","3210","3276"
"68.183.25.78","elite","AS14061","US","DigitalOcean, LLC","83","DigitalOcean, LLC","23017","socks5","5003","1","2023-08-15T10:38:11.536Z","100","3335","3341"
"81.12.104.38","elite","AS42337","IR","Respina Networks & Beyond PJSC","99","Respina Networks","3629","socks4","4902","1","2023-08-15T10:38:11.541Z","99","3346","3391"
"47.242.34.83","elite","AS45102","HK","Alibaba.com LLC","257","Hong Kong","443","socks4","5000","1","2023-08-15T10:38:11.543Z","99","3367","3400"
"93.40.5.232","elite","AS12874","IT","Fastweb SpA","37","FASTWEB VULA Statico","5678","socks4","4907","1","2023-08-15T10:38:05.841Z","99","3326","3344"
"173.212.234.67","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","51924","socks5","4702","1","2023-08-15T10:38:05.643Z","90","3038","3379"
"222.124.177.148","elite","AS7713","ID","Telekomunikasi Indonesia","224","PT. TELKOM INDONESIA","7497","socks5","214","1","2023-08-15T10:38:05.639Z","90","3023","3357"
"112.250.211.161","elite","AS4837","CN","China Unicom CHINA169 Shandong Province Network","193","N/A","38801","socks4","1706","1","2023-08-15T10:38:05.638Z","80","2674","3336"
"211.201.161.125","elite","AS9318","KR","SK Broadband Co Ltd","230","broadNnet","1080","socks4","4291","1","2023-08-15T10:38:05.642Z","100","3349","3354"
"36.92.222.105","elite","AS7713","ID","Telekomunikasi Indonesia","186","Temporary","4145","socks4","1987","1","2023-08-15T10:38:05.839Z","35","1171","3364"
"172.67.206.105","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4706","1","2023-08-15T10:38:05.636Z","100","3363","3365"
"103.23.101.97","elite","AS58400","ID","Universitas Negeri Semarang, y","185","UNNES","4145","socks4","4604","1","2023-08-15T10:38:05.635Z","100","3413","3418"
"103.66.232.5","elite","AS134014","IN","NET 4 U SERVICES","126","N/A","4145","socks4","4902","78","2023-08-15T10:38:04.715Z","99","3356","3397"
"197.251.236.227","elite","AS29614","GH","Vodafone Ghana AS International Transit","104","ADSL FBB static IP","5678","socks4","4892","2","2023-08-15T10:38:04.714Z","99","3344","3369"
"103.47.93.210","elite","AS134058","IN","Broban Internet Services Pvt.ltd","145","Broban  PVT Ltd.","1080","socks4","4594","2","2023-08-15T10:38:04.702Z","99","3389","3417"
"165.227.31.218","elite","AS14061","US","DigitalOcean, LLC","199","DigitalOcean, LLC","19090","socks5","827","1","2023-08-15T10:38:04.805Z","66","2250","3434"
"31.220.54.116","elite","AS47583","US","HOSTINGER US","96","Hostinger International Ltd.","80","socks5","4483","3","2023-08-15T10:38:04.705Z","100","3307","3311"
"116.212.142.231","elite","AS38235","KH","Angkor Data Communication","280","Mekongnet","33427","socks5","3208","2","2023-08-15T10:37:59.947Z","97","3337","3430"
"61.7.138.130","elite","AS131090","TH","CAT Telecom Public Company Limited","171","National Telecom Public Company Limited","4145","socks4","4385","1","2023-08-15T10:37:59.945Z","81","2759","3408"
"72.209.45.119","elite","AS22773","US","Cox Communications Inc.","96","Cox Communications","3128","socks4","4491","1","2023-08-15T10:37:59.941Z","100","3406","3410"
"187.85.154.1","elite","AS53062","BR","Ggnet Telecom Backbone","297","Ggnet Telecom Backbone","5678","socks4","4406","1","2023-08-15T10:37:59.946Z","99","3348","3394"
"102.66.237.25","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","207","Herotel","5678","socks4","4902","1","2023-08-15T10:37:59.944Z","59","2001","3383"
"185.238.228.240","elite","AS209242","GB","Invermae Solutions SL","11","Invermae Solutions SL","80","socks4","4903","1","2023-08-15T10:37:59.943Z","100","3458","3458"
"107.148.246.128","elite","AS54600","US","PEG TECH INC","195","PEG TECH INC","3128","socks4","4995","1","2023-08-15T10:37:59.942Z","54","1829","3376"
"37.130.25.184","elite","AS15874","PL","\"InterKAM\" S.C","82","Interkam Szczepanik Spolka Komandytowa","5678","socks4","4495","1","2023-08-15T10:37:52.441Z","99","3323","3343"
"38.127.173.171","elite","AS174","US","Cogent Communications","84","Torlandia Trading SRL","42908","socks5","4107","1","2023-08-15T10:37:52.638Z","100","3355","3361"
"104.16.108.234","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc","80","socks4","4008","1","2023-08-15T10:37:52.444Z","100","3382","3382"
"37.252.86.97","elite","AS44395","AM","Ucom Cjsc","82","N/A","5678","socks4","4504","1","2023-08-15T10:37:52.633Z","99","3353","3403"
"46.254.240.106","elite","AS5547","RU","ORTEL","125","N/A","43310","socks4","2406","1","2023-08-15T10:37:52.438Z","99","3400","3448"
"95.140.124.217","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd, Gandijeva 76a","31","Orion Telekom Network","1080","socks4","2798","1","2023-08-15T10:37:50.407Z","100","3346","3347"
"186.251.255.177","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","285","Seanet Telecom Carazinho Eireli","31337","socks4","4395","1","2023-08-15T10:37:50.404Z","100","3411","3428"
"103.3.77.204","elite","AS9341","ID","PT.Indonesia Comnets Plus","184","N/A","5678","socks4","5000","1","2023-08-15T10:37:46.938Z","98","3238","3321"
"51.89.14.193","elite","AS16276","GB","OVH SAS","12","OVH GmbH","8080","socks5","4389","1","2023-08-15T10:37:46.940Z","44","1444","3267"
"77.238.123.178","elite","AS43754","IR","Asiatech Data Transmission company","112","Asiatech Data Transmission company","8001","socks4","1796","1","2023-08-15T10:37:46.843Z","98","3332","3406"
"165.225.8.100","elite","AS22616","US","ZSCALER, INC.","80","Zscaler, Inc","10605","socks4","4507","1","2023-08-15T10:37:46.842Z","97","3355","3445"
"203.142.77.74","elite","AS17451","ID","BIZNET","183","N/A","5678","socks5","1392","1","2023-08-15T10:37:46.837Z","98","3291","3343"
"118.67.170.121","elite","AS4766","KR","Netropy CO.","232","NURILINK","4153","socks4","3999","1","2023-08-15T10:37:41.049Z","99","3420","3440"
"185.104.219.229","elite","AS60751","IE","ServeByte Ltd","26","ServeByte IE","80","socks4","4499","1","2023-08-15T10:37:41.135Z","100","3324","3332"
"95.216.137.15","elite","AS24940","FI","Hetzner Online GmbH","38","HETZNER-DC","31337","socks5","4706","1","2023-08-15T10:37:41.150Z","70","2421","3449"
"119.18.152.30","elite","AS55685","ID","PT. Jala Lintas Media","196","N/A","8080","socks4","4992","1","2023-08-15T10:37:41.050Z","99","3391","3428"
"185.169.181.10","elite","AS34984","TR","Ates Dc","85","Ibrahim MALA trading as Ates Dc","4145","socks4","4707","1","2023-08-15T10:37:41.237Z","100","3411","3414"
"67.205.162.56","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","10605","socks4","4492","1","2023-08-15T10:37:41.234Z","91","3058","3351"
"38.127.172.161","elite","AS174","US","Cogent Communications","85","Torlandia Trading SRL","46656","socks4","4791","1","2023-08-15T10:37:38.998Z","100","3349","3355"
"23.94.73.246","elite","AS36352","US","ColoCrossing","146","VPS ACE","1080","socks4","3498","2","2023-08-15T10:37:38.900Z","84","2858","3390"
"5.8.64.55","elite","AS44812","RU","IP SERVER LLC","100","Worldbyte","8080","socks5","4696","1","2023-08-15T10:37:38.905Z","96","3187","3306"
"159.192.253.92","elite","AS131090","TH","CAT-BB","166","N/A","4145","socks4","4609","1","2023-08-15T10:37:38.907Z","77","2527","3267"
"103.47.93.239","elite","AS134058","IN","Broban Internet Services Pvt.ltd","193","Broban  PVT Ltd.","1080","socks4","4793","1","2023-08-15T10:37:38.906Z","99","3377","3400"
"38.127.172.35","elite","AS174","US","Cogent Communications","84","Torlandia Trading SRL","11537","socks4","1589","1","2023-08-15T10:37:38.999Z","100","3335","3342"
"110.34.166.180","elite","AS45652","SG","Krypt Technologies","299","Vpls Sin1","4153","socks4","1804","1","2023-08-15T10:37:38.899Z","99","3368","3404"
"200.212.2.71","elite","AS4230","BR","Claro S.A.","243","Claro S.A","61283","socks4","4992","1","2023-08-15T10:37:38.908Z","100","3392","3405"
"202.159.35.145","elite","AS9340","ID","PT IndoInternet","192","N/A","443","socks4","2199","1","2023-08-15T10:37:35.246Z","100","3373","3378"
"128.199.218.40","elite","AS14061","SG","DigitalOcean, LLC","183","DigitalOcean, LLC","29492","socks4","246","82","2023-08-15T10:37:35.245Z","58","1957","3403"
"177.131.29.213","elite","AS262378","BR","Compuservice Empreendimentos Ltda","240","Compuservice Empreendimentos Ltda","4153","socks4","4404","1","2023-08-15T10:37:35.155Z","99","3415","3452"
"103.84.134.9","elite","AS136238","MV","SatLink Pvt Ltd","194","SatLink Pvt Ltd","1080","socks4","4694","1","2023-08-15T10:37:35.247Z","99","3399","3417"
"104.16.109.207","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks4","4999","1","2023-08-15T10:37:35.234Z","100","3332","3332"
"45.8.107.47","elite","AS209242","DE","Cloudflare London","79","Araxio Development N.V","80","socks4","4706","1","2023-08-15T10:37:29.145Z","100","3254","3254"
"79.143.191.128","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","21631","socks5","5098","1","2023-08-15T10:37:29.333Z","100","3360","3362"
"45.7.177.234","elite","AS266626","BR","Litoral Telecom","186","Litoral Telecom","39867","socks4","4805","1","2023-08-15T10:37:29.149Z","98","3375","3444"
"185.46.10.13","elite","AS197695","RU","\"Domain names registrar REG.RU\", Ltd","80","Reg.Ru AG","1080","socks5","4392","1","2023-08-15T10:37:29.236Z","100","3287","3289"
"1.1.1.177","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks4","4301","1","2023-08-15T10:37:29.150Z","100","3326","3326"
"207.180.249.153","elite","AS51167","DE","Contabo GmbH","91","Contabo GmbH","3128","socks4","4402","1","2023-08-15T10:37:29.239Z","100","3419","3419"
"190.181.23.10","elite","AS26210","BO","AXS Bolivia S. A.","207","AXS Bolivia S. A","4153","socks4","1696","1","2023-08-15T10:37:29.238Z","98","3373","3428"
"102.66.232.125","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","392","Herotel","5678","socks4","5015","1","2023-08-15T10:37:26.313Z","43","1447","3332"
"203.24.102.152","elite","AS209242","VG","Cloudflare London, LLC","11","Anaga Consulting Limited","80","socks4","5199","2","2023-08-15T10:37:26.309Z","100","3336","3336"
"93.158.202.194","elite","AS50673","NL","Serverius Holding B.V.","12","Serveriuscustomer","50673","socks5","5088","1","2023-08-15T10:37:26.499Z","87","2866","3306"
"36.37.104.99","elite","AS4800","ID","LINTASARTA","207","N/A","34040","socks4","428","1","2023-08-15T10:37:26.310Z","99","3307","3335"
"80.235.239.130","elite","AS5089","GB","TalkTalk","25","Pccw Global Networks  UK  PLC","1080","socks4","3394","2","2023-08-15T10:37:26.498Z","95","3265","3427"
"47.117.138.120","elite","AS37963","CN","Hangzhou Alibaba Advertising Co., Ltd.","205","Alibaba.com LLC","1080","socks5","5102","1","2023-08-15T10:37:26.308Z","81","2758","3394"
"117.163.196.152","elite","AS9808","CN","China Mobile communications corporation","285","China Mobile","8123","socks4","3791","1","2023-08-15T10:37:26.311Z","67","2253","3354"
"80.191.169.81","elite","AS58224","IR","Information Technology Company","189","Azad University of Anar","4145","socks4","4091","1","2023-08-15T10:37:23.633Z","90","3118","3457"
"139.60.231.35","elite","AS62642","US","Bigleaf Networks","184","ITDreamwire, LLC","47255","socks4","4898","1","2023-08-15T10:37:23.549Z","99","3323","3372"
"175.101.15.41","elite","AS17754","IN","ExcellMedia Pvt Ltd","154","Excell Media Pvt Ltd","4153","socks4","4397","1","2023-08-15T10:37:17.949Z","99","3344","3367"
"45.86.66.145","elite","AS35913","US","DediPath","190","DediPath LLC","8089","socks5","3904","1","2023-08-15T10:37:17.947Z","73","2511","3436"
"180.183.158.136","elite","AS45629","TH","Triple T Broadband Public Company Limited","197","Triple T Broadband Public Company Limited","5678","socks4","4801","1","2023-08-15T10:37:17.950Z","96","3270","3397"
"36.94.122.18","elite","AS7713","ID","PT. Telekomunikasi Indonesia","295","Telekomunikasi Indonesia","7497","socks5","4712","1","2023-08-15T10:37:17.851Z","85","2904","3406"
"123.120.54.114","elite","AS4808","CN","China Unicom Beijing Province Network","292","N/A","28890","socks4","5097","1","2023-08-15T10:37:17.845Z","72","2438","3389"
"147.182.229.154","elite","AS14061","US","DigitalOcean, LLC","153","DigitalOcean, LLC","7497","socks5","1797","1","2023-08-15T10:37:17.934Z","79","2685","3409"
"43.134.225.110","elite","AS132203","SG","Aceville Pte.ltd","325","N/A","443","socks5","2695","1","2023-08-15T10:37:17.841Z","88","2971","3384"
"64.90.50.227","elite","AS26347","US","New Dream Network, LLC","195","New Dream Network, LLC","55552","socks5","4296","1","2023-08-15T10:37:17.848Z","100","3382","3382"
"47.243.253.113","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","303","Alibaba.com LLC","61507","socks4","4598","1","2023-08-15T10:37:17.842Z","66","2236","3404"
"68.183.44.44","elite","AS14061","GB","DigitalOcean, LLC","15","DigitalOcean, LLC","80","socks4","4104","1","2023-08-15T10:37:14.112Z","100","3327","3328"
"184.174.72.235","elite","AS21769","GB","Colocation America Corporation","183","North Coast Hosting","51724","socks4","1804","1","2023-08-15T10:37:14.114Z","99","3384","3422"
"180.183.135.241","elite","AS45629","TH","Triple T Broadband Public Company Limited","193","Triple T Broadband Public Company Limited","1099","socks4","4887","1","2023-08-15T10:37:14.113Z","88","2925","3329"
"103.242.104.243","elite","AS58821","ID","PT Lintas Jaringan Nusantara","191","PT Lintas Jaringan Nusantara","5678","socks4","3183","1","2023-08-15T10:37:14.107Z","99","3395","3435"
"149.20.253.81","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4898","1","2023-08-15T10:37:14.210Z","100","3367","3372"
"116.202.100.234","elite","AS24940","DE","Hetzner","24","N/A","37435","socks4","4701","1","2023-08-15T10:37:14.108Z","100","3430","3430"
"1.116.73.168","elite","AS45090","CN","China Internet Network Information Center","282","Tencent cloud computing (Beijing) Co., Ltd.","8989","socks5","4898","85","2023-08-15T10:37:14.110Z","81","2777","3410"
"75.176.225.10","elite","AS11426","US","Spectrum","106","Road Runner","33150","socks4","4894","1","2023-08-15T10:37:14.109Z","98","3351","3433"
"121.205.69.243","elite","AS4134","CN","Chinanet","284","Chinanet FJ","21212","socks5","4609","4","2023-08-15T10:37:12.241Z","58","1938","3324"
"188.169.142.196","elite","AS35805","GE","JSC \"Silknet\"","85","UTG MPLS DSL","4145","socks4","4690","87","2023-08-15T10:37:12.334Z","98","3219","3293"
